Store Code,Business Name,Address,City,State,Postal Code,Country,Latitude,Longitude,Phone Number,Website URL,Operated By,Online Order Link,Formatted Business Hours
1027,Waffle House #1027,4304 MAIN ST,LAPLACE,LA,70068,US,30.086957,-90.44505,(985) 651-6111; (985) 652-8104,https://locations.wafflehouse.com///laplace-la-1027,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1027,Monday - Sunday| 24 hours
1028,Waffle House #1028,165 MAIN STREET,KIMBALL,TN,37347,US,35.043345,-85.685983,(423) 837-5339; (423) 837-9827,https://locations.wafflehouse.com///kimball-tn-1028,FRANCHISE : CHOO-CHOO WAFFLES,https://order.wafflehouse.com/menu/waffle-house-1028,Monday - Sunday| 24 hours
1029,Waffle House #1029,3907 ARKWRIGHT ROAD,MACON,GA,31210,US,32.905787,-83.68692,(478) 471-1051; (478) 474-9188,https://locations.wafflehouse.com///macon-ga-1029,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1029,Monday - Sunday| 24 hours
103,Waffle House #103,4731 CHAMBERS RD,MACON,GA,31206,US,32.80853,-83.72383,(478) 784-0773; (478) 788-9815,https://locations.wafflehouse.com///macon-ga-103,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-103,Monday - Sunday| 24 hours
1030,Waffle House #1030,125 PALISADE DR,BRUNSWICK,GA,31523,US,31.139118,-81.58064,(912) 267-9395; (912) 264-8346,https://locations.wafflehouse.com///brunswick-ga-1030,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1030,Monday - Sunday| 24 hours
1031,Waffle House #1031,20804 IH 10,VIDOR,TX,77662,US,30.13262,-94.01565,(409) 769-9942; (409) 769-9116,https://locations.wafflehouse.com///vidor-tx-1031,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1031,Monday - Sunday| 24 hours
1032,Waffle House #1032,5631 BOYDTON PLANK RD,PETERSBURG,VA,23803,US,37.1953216726,-77.4684563588,(804) 861-2121,https://locations.wafflehouse.com///petersburg-va-1032,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1032,Monday - Sunday| 24 hours
1033,Waffle House #1033,1440 GADSDEN HWY,BIRMINGHAM,AL,35235,US,33.597184848,-86.6447335464119,(205) 655-8109; (205) 655-9922,https://locations.wafflehouse.com///birmingham-al-1033,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1033,Monday - Sunday| 24 hours
1034,Waffle House #1034,1300 HWY 9 BY PASS,LANCASTER,SC,29720,US,34.733382,-80.801391,(803) 283-1886; (803) 286-9188,https://locations.wafflehouse.com///lancaster-sc-1034,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1034,Monday - Sunday| 24 hours
1035,Waffle House #1035,2167 S COLLEGE ST,AUBURN,AL,36830,US,32.563362,-85.503405,(334) 826-0810; (334) 887-9520,https://locations.wafflehouse.com///auburn-al-1035,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1035,Monday - Sunday| 24 hours
1036,Waffle House #1036,1914 N JACKSON ST,TULLAHOMA,TN,37388,US,35.384948,-86.231748,(931) 455-3131; (931) 455-8280,https://locations.wafflehouse.com///tullahoma-tn-1036,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1036,Monday - Sunday| 24 hours
1037,Waffle House #1037,101 ROWE DR,ROCKY MOUNT,NC,27804,US,35.966119,-77.81624,(252) 442-9466,https://locations.wafflehouse.com///rockymount-nc-1037,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1037,Monday - Sunday| 24 hours
1038,Waffle House #1038,1470 HOLCOMB BR RD,ROSWELL,GA,30076,US,34.02026,-84.31799,(770) 643-4992; (770) 641-9256,https://locations.wafflehouse.com///roswell-ga-1038,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1038,Monday - Sunday| 24 hours
1040,Waffle House #1040,102 N.E. INTERCHANGE,DIAMONDHEAD,MS,39525,US,30.37477,-89.37784,(228) 255-5122; (228) 255-8526,https://locations.wafflehouse.com///diamondhead-ms-1040,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1040,Monday - Sunday| 24 hours
1041,Waffle House #1041,17137 DUMFRIES RD,DUMFRIES,VA,22025,US,38.581897,-77.32578,(703) 221-8726,https://locations.wafflehouse.com///dumfries-va-1041,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1041,Monday - Sunday| 24 hours
1042,Waffle House #1042,4532 CHAMBLEE-DUNWOODY RD,ATLANTA,GA,30338,US,33.9236064186345,-84.3146145111,(770) 451-6290,https://locations.wafflehouse.com///atlanta-ga-1042,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1042,Monday - Sunday| 24 hours
1043,Waffle House #1043,2442 SOUTH OATES ST,DOTHAN,AL,36301,US,31.191598,-85.401503,(334) 794-8640; (334) 671-9902,https://locations.wafflehouse.com///dothan-al-1043,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1043,Monday - Sunday| 24 hours
1044,Waffle House #1044,"2610 WEST I 20 ,",GRAND PRAIRIE,TX,75052,US,32.678262,-97.045651,(972) 606-1468; (972) 641-9313,https://locations.wafflehouse.com///grandprairie-tx-1044,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1044,Monday - Sunday| 24 hours
1045,Waffle House #1045,11126 FRONT BEACH RD,PANAMA CITY BEACH,FL,32407,US,30.183637,-85.817039,(850) 230-6750; (850) 230-9260,https://locations.wafflehouse.com///panamacitybeach-fl-1045,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1045,Monday - Sunday| 24 hours
1046,Waffle House #1046,7329 N. DAVIS HWY,PENSACOLA,FL,32504,US,30.502179,-87.222052,(850) 969-9332; (904) 696-9585,https://locations.wafflehouse.com///pensacola-fl-1046,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1046,Monday - Sunday| 24 hours
1047,Waffle House #1047,250 OUTLET DRIVE,GEORGETOWN,KY,40324,US,38.220186,-84.539843,(502) 868-0659,https://locations.wafflehouse.com///georgetown-ky-1047,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1047,Monday - Sunday| 24 hours
1048,Waffle House #1048,101 BASIC DRIVE,WEST MONROE,LA,71291,US,32.503333,-92.156657,(318) 388-1773; (318) 322-9898,https://locations.wafflehouse.com///westmonroe-la-1048,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1048,Monday - Sunday| 24 hours
1049,Waffle House #1049,5600 EXECUTIVE BLVD,HUBER HEIGHTS,OH,45424,US,39.872816,-84.135699,(937) 233-6440; (937) 233-0240,https://locations.wafflehouse.com///huberheights-oh-1049,"FRANCHISE : J. THOMAS & CO., INC.",https://order.wafflehouse.com/menu/waffle-house-1049,Monday - Sunday| 24 hours
105,Waffle House #105,4852 OLD NATIONAL HWY,COLLEGE PARK,GA,30337,US,33.623196,-84.474124,(404) 767-4116; (404) 768-9794,https://locations.wafflehouse.com///collegepark-ga-105,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-105,Monday - Sunday| 24 hours
1050,Waffle House #1050,5067 J TURNER BUTLER BLVD,JACKSONVILLE,FL,32216,US,30.245323,-81.598865,(904) 281-9025,https://locations.wafflehouse.com///jacksonville-fl-1050,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1050,Monday - Sunday| 24 hours
1051,Waffle House #1051,2427 OLD FORT PKWY,MURFREESBORO,TN,37128,US,35.845908519,-86.4414739469015,(615) 898-1527,https://locations.wafflehouse.com///murfreesboro-tn-1051,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1051,Monday - Sunday| 24 hours
1052,Waffle House #1052,2024 LANDMARK DR,CORYDON,IN,47112,US,38.236528,-86.126611,(812) 738-7265,https://locations.wafflehouse.com///corydon-in-1052,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1052,Monday - Sunday| 24 hours
1053,Waffle House #1053,909 BATTLEFIELD PKY,FT. OGLETHORPE,GA,30742,US,34.953757,-85.249593,(706) 866-1312,https://locations.wafflehouse.com///ft.oglethorpe-ga-1053,FRANCHISE : LOOKOUT WAFFLES,https://order.wafflehouse.com/menu/waffle-house-1053,Monday - Sunday| 24 hours
1054,Waffle House #1054,484 INDIAN TRAIL RD,LILBURN,GA,30047,US,33.896526,-84.140081,(770) 381-1380; (770) 935-8604,https://locations.wafflehouse.com///lilburn-ga-1054,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1054,Monday - Sunday| 24 hours
1055,Waffle House #1055,3040 LAKECREST CIR.,LEXINGTON,KY,40513,US,38.015268,-84.5532,(859) 224-1431,https://locations.wafflehouse.com///lexington-ky-1055,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1055,Monday - Sunday| 24 hours
1056,Waffle House #1056,111 VILLAGE DR,LELAND,NC,28451,US,34.233395,-77.99687,(910) 371-3600; (910) 371-9689,https://locations.wafflehouse.com///leland-nc-1056,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1056,Monday - Sunday| 24 hours
1057,Waffle House #1057,611 HWY 138,STOCKBRIDGE,GA,30281,US,33.548644,-84.276155,(770) 474-0807; (770) 389-8671,https://locations.wafflehouse.com///stockbridge-ga-1057,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1057,Monday - Sunday| 24 hours
1058,Waffle House #1058,3016 PIEDMONT RD,ATLANTA,GA,30305,US,33.83714,-84.36815,(404) 231-0023; (404) 266-9868,https://locations.wafflehouse.com///atlanta-ga-1058,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1058,Monday - Sunday| 24 hours
1059,Waffle House #1059,13505 GA HIGHWAY 251,DARIEN,GA,31305,US,31.393855,-81.446435,(912) 525-8040,https://locations.wafflehouse.com///darien-ga-1059,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1059,Monday - Sunday| 24 hours
1061,Waffle House #1061,6220 ZEBULON RD,MACON,GA,31210,US,32.879227,-83.76589,(478) 471-0308; (478) 474-8701,https://locations.wafflehouse.com///macon-ga-1061,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1061,Monday - Sunday| 24 hours
1062,Waffle House #1062,2160 BRICE ROAD,REYNOLDSBURG,OH,43068,US,39.937074,-82.830144,(614) 860-0441; (614) 866-1344,https://locations.wafflehouse.com///reynoldsburg-oh-1062,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1062,Monday - Sunday| 24 hours
1064,Waffle House #1064,10792 JONES BRIDGE RD,JOHNS CREEK,GA,30022,US,34.045743,-84.22447,(770) 569-0056; (770) 663-8698,https://locations.wafflehouse.com///johnscreek-ga-1064,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1064,Monday - Sunday| 24 hours
1065,Waffle House #1065,705  N MAIN ST,GREER,SC,29651,US,34.94893,-82.22487,(864) 968-0498; (864) 879-8508,https://locations.wafflehouse.com///greer-sc-1065,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1065,Monday - Sunday| 24 hours
1066,Waffle House #1066,3682 W. ANDREW,MORRISTOWN,TN,37814,US,36.1967411857389,-83.3471250453189,(423) 587-4466; (423) 581-9811,https://locations.wafflehouse.com///morristown-tn-1066,FRANCHISE : ROCKY TOP WAFFLES,https://order.wafflehouse.com/menu/waffle-house-1066,Monday - Sunday| 24 hours
1067,Waffle House #1067,5309 S COLLEGE RD,WILMINGTON,NC,28412,US,34.141442,-77.89264,(910) 397-0110; (910) 791-8034,https://locations.wafflehouse.com///wilmington-nc-1067,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1067,Monday - Sunday| 24 hours
1068,Waffle House #1068,203 AMBASSADOR CAFFERY PKWY,SCOTT,LA,70583,US,30.242515,-92.066132,(337) 233-2311; (337) 237-3509,https://locations.wafflehouse.com///scott-la-1068,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1068,Monday - Sunday| 24 hours
1069,Waffle House #1069,3739 PAMELA RAE DR,LOUISVILLE,KY,40241,US,38.301011,-85.542568,(502) 327-8949,https://locations.wafflehouse.com///louisville-ky-1069,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1069,Monday - Sunday| 24 hours
1071,Waffle House #1071,62 N 400 CENTER LANE,DAWSONVILLE,GA,30534,US,34.364685,-84.03632,(706) 216-3687; (706) 216-9909,https://locations.wafflehouse.com///dawsonville-ga-1071,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1071,Monday - Sunday| 24 hours
1072,Waffle House #1072,3811 STATE HWY 119,LONGMONT,CO,80504,US,40.160874,-104.984198,(303) 772-4776; (303) 651-9977,https://locations.wafflehouse.com///longmont-co-1072,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1072,Monday - Sunday| 24 hours
1073,Waffle House #1073,8010 LAVELLE WAY,PENSACOLA,FL,32526,US,30.5201,-87.31468,(850) 944-2115; (850) 944-8457,https://locations.wafflehouse.com///pensacola-fl-1073,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1073,Monday - Sunday| 24 hours
1074,Waffle House #1074,1030 HWY 34 E,NEWNAN,GA,30265,US,33.39689,-84.7445,(770) 252-3868; (770) 251-8141,https://locations.wafflehouse.com///newnan-ga-1074,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1074,Monday - Sunday| 24 hours
1075,Waffle House #1075,780 ARLINGTON RD,BROOKVILLE,OH,45309,US,39.8452813913,-84.424881085,(937) 833-6375; (937) 833-9933,https://locations.wafflehouse.com///brookville-oh-1075,"FRANCHISE : J. THOMAS & CO., INC.",https://order.wafflehouse.com/menu/waffle-house-1075,Monday - Sunday| 24 hours
1076,Waffle House #1076,2816 WATSON BLVD,CENTERVILLE,GA,31028,US,32.618602,-83.6822,(478) 953-5417; (478) 923-9004,https://locations.wafflehouse.com///centerville-ga-1076,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1076,Monday - Sunday| 24 hours
1077,Waffle House #1077,1000 HWY 155 S,MCDONOUGH,GA,30253,US,33.409072,-84.16514,(770) 914-8595; (770) 914-9864,https://locations.wafflehouse.com///mcdonough-ga-1077,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1077,Monday - Sunday| 24 hours
1078,Waffle House #1078,6501 WARDEN RD.,SHERWOOD,AR,72120,US,34.814768,-92.203419,(501) 833-0036; (501) 835-9809,https://locations.wafflehouse.com///sherwood-ar-1078,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1078,Monday - Sunday| 24 hours
1079,Waffle House #1079,1350 BROAD ST,SUMTER,SC,29150,US,33.95638,-80.390005,(803) 268-5420; (803) 469-3095,https://locations.wafflehouse.com///sumter-sc-1079,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1079,Monday - Sunday| 24 hours
1080,Waffle House #1080,959 W MEMORIAL RD,OKLAHOMA CITY,OK,73114,US,35.609188,-97.53028,(405) 749-8583; (405) 751-9873,https://locations.wafflehouse.com///oklahomacity-ok-1080,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1080,Monday - Sunday| 24 hours
1082,Waffle House #1082,11 ROE RD,TRAVELERS REST,SC,29690,US,34.95962,-82.43588,(864) 834-8656; (864) 834-8012,https://locations.wafflehouse.com///travelersrest-sc-1082,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1082,Monday - Sunday| 24 hours
1083,Waffle House #1083,1121 S JEFFERSON AVE,COOKEVILLE,TN,38506,US,36.133031,-85.5038,(931) 372-9229; (931) 526-7099,https://locations.wafflehouse.com///cookeville-tn-1083,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1083,Monday - Sunday| 24 hours
1084,Waffle House #1084,1759 BEACH BLVD,BILOXI,MS,39531,US,30.39362,-88.94251,(228) 436-9812; (228) 374-8449,https://locations.wafflehouse.com///biloxi-ms-1084,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1084,Monday - Sunday| 24 hours
1085,Waffle House #1085,1432 N CENTRAL EXPY,MCKINNEY,TX,75070,US,33.210598,-96.63718,(972) 542-2674,https://locations.wafflehouse.com///mckinney-tx-1085,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1085,Monday - Sunday| 24 hours
1086,Waffle House #1086,301 GA HWY 49 N,BYRON,GA,31008,US,32.66027,-83.74315,(478) 845-2237; (478) 956-5422,https://locations.wafflehouse.com///byron-ga-1086,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1086,Monday - Sunday| 24 hours
1089,Waffle House #1089,2006 OLD SPANISH TRAIL,SLIDELL,LA,70458,US,30.250523,-89.765929,(985) 847-0200; (985) 643-8089,https://locations.wafflehouse.com///slidell-la-1089,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1089,Monday - Sunday| 24 hours
1090,Waffle House #1090,1006 AIRPORT BLVD,MORRISVILLE,NC,27560,US,35.858814,-78.81952,(919) 460-0388; (919) 467-9025,https://locations.wafflehouse.com///morrisville-nc-1090,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1090,Monday - Sunday| 24 hours
1091,Waffle House #1091,1886 HWY 20 SOUTH,CONYERS,GA,30094,US,33.637713,-84.013814,(770) 918-0202; (770) 860-9716,https://locations.wafflehouse.com///conyers-ga-1091,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1091,Monday - Sunday| 24 hours
1092,Waffle House #1092,17110 BACK BEACH RD,PANAMA CITY BEACH,FL,32413,US,30.230469,-85.888259,(850) 233-0046; (850) 233-9145,https://locations.wafflehouse.com///panamacitybeach-fl-1092,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1092,Monday - Sunday| 24 hours
1093,Waffle House #1093,1850 ASHVILLE RD,LEEDS,AL,35094,US,33.564141,-86.522318,(205) 699-5300,https://locations.wafflehouse.com///leeds-al-1093,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1093,Monday - Sunday| 24 hours
1094,Waffle House #1094,20514 HWY 365 N,MAUMELLE,AR,72113,US,34.8848257707195,-92.3824134681136,(501) 851-3450,https://locations.wafflehouse.com///maumelle-ar-1094,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1094,Monday - Sunday| 24 hours
1095,Waffle House #1095,318 HARDING PLACE,NASHVILLE,TN,37211,US,36.08727,-86.693121,(615) 833-7388,https://locations.wafflehouse.com///nashville-tn-1095,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1095,Monday - Sunday| 24 hours
